0.9577965442	ct scans
0.9549770690	deep learning
0.9547805024	mental health
0.9516627780	social media
0.9277193409	public health
0.9177014588	primary care
0.9176953071	airway management
0.9152162778	world health organization
0.9061190412	health care
0.8990900873	scoping review
0.8782093092	global health
0.8638302277	mrna levels
0.8588733702	respiratory droplets
0.8303519416	receptor binding
0.8204891932	evidence based
0.8185690104	long covid
0.8164657588	journal pre proof
0.8161583269	public health emergency
0.8147068256	severe acute respiratory syndrome
0.8138644712	pathogen invasion
0.8111692082	sars cov
0.8050404203	venezuelan migrants
0.8035982375	legal regulation
0.7987725765	long term
0.7896712639	data driven
0.7867425399	severe acute respiratory
0.7794925399	severe acute respiratory syndrome coronavirus
0.7637584939	la pandémie
0.7595380028	infectious disease
0.7591750357	ptp meg2
0.7484893852	cross sectional
0.7471795228	moral sentiment
0.7376668489	acute respiratory syndrome
0.7289687304	severe acute respiratory syndrome coronavirus 2
0.7147866889	liver
0.7140044711	birth
0.7115765757	oximetry
0.7070767497	mechanism
0.7056748462	iron
0.7046278890	architecture
0.7031840580	edema
0.7023171931	hepatic
0.7021736477	bayesian
0.7020592665	ebola
0.6994086146	hiv
0.6993554969	humanitarian
0.6978739782	nutrition
0.6969406944	fluid
0.6960059624	metabolism
0.6959640190	relative
0.6946501030	vaccine
0.6941921077	abuse
0.6931413558	intubation
0.6930059195	grocery
0.6911922452	government
0.6910330614	nations
0.6900618861	antibodies
0.6900244059	protein
0.6894072103	healthcare
0.6890050487	rt
0.6886401393	migrants
0.6886042205	small
0.6885387517	sleep
0.6880966031	sexual
0.6876950708	imaging
0.6872413193	cell
0.6862385681	scientific
0.6855903837	coronavirus disease
0.6855817539	acute respiratory syndrome coronavirus 2
0.6851271374	drug
0.6850141228	density
0.6835098240	pediatric
0.6821738132	safety
0.6819492546	pneumonia
0.6813696242	ontario
0.6813000852	food
0.6803145795	virus
0.6801576178	expression
0.6800169441	network
0.6797425651	control
0.6785569358	pathway
0.6781273951	sequencing
0.6778728730	wuhan
0.6778179571	survey
0.6778149140	multiple
0.6776940105	theory
0.6773700133	gender
0.6770495366	reference
0.6762502832	medical
0.6756171005	school
0.6756171005	peptide
0.6753781972	cancer
0.6753664143	models
0.6752023022	clinical
0.6741003730	surgery
0.6734762452	systemic
0.6734160547	migration
0.6728561640	quality
0.6723606512	processing
0.6723326182	access
0.6719123453	mrna
0.6712207134	viral
0.6709982617	droplets
0.6709599625	post
0.6709242917	central
0.6700240896	infectious
0.6694270463	dna
