0.8408904204	anhui
0.8376356519	amazon
0.8371384025	euclidean
0.8354656325	acinetobacter
0.8351820003	marburg
0.8345577450	afghanistan
0.8341877924	weibo
0.8332338215	kuwait
0.8329687271	congo
0.8325205444	lyapunov
0.8320789915	jia
0.8314715135	coa
0.8314628808	sichuan
0.8310950839	german
0.8310909976	california
0.8310089326	karnataka
0.8306418193	bahrain
0.8300273235	federation
0.8300117816	anderson
0.8296246206	americans
0.8289255581	williams
0.8288678812	microsoft
0.8287714785	ayurvedic
0.8283481490	peng
0.8282321181	british
0.8275919688	ns3
0.8274167845	bibliometric
0.8272214721	egypt
0.8271729761	soviet
0.8271107511	b6
0.8269902321	chou
0.8268676290	glycyrrhiza
0.8259204321	tehran
0.8251557506	uganda
0.8251226259	cas12
0.8250781610	greek
0.8248571465	costa
0.8244734283	wei
0.8243549269	postgraduate
0.8243432064	e3
0.8239941988	riyadh
0.8239533697	shenzhen
0.8239289991	ultrasensitive
0.8236629945	socialism
0.8236242904	oxford
0.8235863164	fangcang
0.8232297200	pakistani
0.8232256729	hebei
0.8231506818	pearson
0.8229912301	hasan
0.8229615620	multinational
0.8229103176	london
0.8228588661	jakarta
0.8226702270	acrylic
0.8224610834	deng
0.8224078968	hunan
0.8223231730	arabidopsis
0.8221575054	brownian
0.8221575054	islamic
0.8221569741	atangana
0.8220654409	autistic
0.8218255227	bali
0.8216080501	trump
0.8214373470	arabs
0.8213079493	malaysian
0.8212945011	euler
0.8212914128	orf5
0.8212420903	china.the
0.8211200337	hsu
0.8207494771	pune
0.8207226276	radiograph
0.8206560018	moderation
0.8205665240	tianjin
0.8205129396	drosophila
0.8205115309	pepper
0.8204972158	rosa
0.8204524681	lewis
0.8204268058	raman
0.8203148232	cd3
0.8201493879	routing
0.8200422572	zno
0.8198352223	liao
0.8197155201	asians
0.8194890943	cas9
0.8194522509	persian
0.8194522509	james
0.8194230514	reynolds
0.8193862675	san
0.8193745724	atpase
0.8193187358	sarbecovirus
0.8185997960	cohen
0.8185945331	mongolia
0.8185813136	mart
0.8185797330	chlamydia
0.8184773116	roche
0.8181692971	boltzmann
0.8181532488	o157
0.8181091925	h9n2
0.8179482826	texas
0.8178787373	mori
0.8178281368	arts
0.8176527493	e6
0.8176016473	schistosoma
0.8175769101	jun
0.8173208716	misuse
0.8173031836	tropospheric
0.8170722111	england
0.8169941966	enterococcus
0.8168783875	bactrian
0.8168170851	aerial
0.8167072244	acetate
0.8166580950	indonesian
0.8166438432	shandong
0.8165955668	canal
0.8165416161	multimedia
0.8164947596	nipah
0.8163867445	algae
0.8163867445	laminar
0.8161940096	nitrate
0.8159865879	israeli
0.8159004388	gulf
0.8158309052	identifier
0.8156922492	coronavirinae
0.8154219335	iraq
0.8153979729	leishmaniasis
0.8152525946	michael
0.8152174917	niger
0.8151040658	immunisation
0.8150396354	sliding
0.8150260141	gu
0.8150241059	nigeria
0.8149366906	clock
0.8149177449	facilitators
0.8148209505	federal
0.8147400681	philippine
0.8147185134	forum
0.8146018180	r2
0.8145315539	islam
0.8145233354	deltacoronavirus
0.8143207654	andrographolide
0.8141593154	olympic
0.8140348723	bay
0.8139282681	factory
0.8139227231	battery
0.8138887953	ala
0.8138649410	mandarin
0.8138108094	bluetooth
0.8137226537	xinjiang
0.8136767699	syrian
0.8136226137	zhejiang
0.8134157645	aedes
0.8132567052	tensile
0.8131036693	watch
0.8130692977	engine
0.8129932855	arabic
0.8129583782	australian
0.8129087891	fund
0.8127796822	gray
0.8127349898	president
0.8127251768	bipolar
0.8126949303	aspergillus
0.8126542049	southwest
0.8124440657	tong
0.8123554472	xiang
0.8122871883	freeze
0.8122788717	rutin
0.8121821357	hill
0.8121469272	kano
0.8120741519	sudan
0.8120725587	cardiology
0.8119984943	theoretic
0.8119680370	yin
0.8118450837	hospice
0.8118408692	cesarean
0.8117975038	adenoviral
0.8115936734	myelitis
0.8115766804	acoustics
0.8115605880	clotting
0.8115219533	retina
0.8113324912	encoder
0.8112997244	gates
0.8112936700	radix
0.8111779635	baker
0.8111638930	arithmetic
0.8110981095	ns5
0.8110903559	patel
0.8110759715	golgi
0.8110172362	henan
0.8109939714	knee
0.8109905444	apple
0.8108998750	co2
0.8108562552	dimethyl
0.8107966471	infantile
0.8107857407	thai
0.8107780417	chikungunya
0.8106646476	pristine
0.8106620115	legionella
0.8106520100	parvovirus
0.8105945856	tel
0.8105903559	guillain
0.8105489453	feb
0.8105287402	mycoplasma
0.8104746658	lebanon
0.8103612208	cyclin
0.8102641606	qi
0.8102409855	jordanian
0.8100338042	ifnl4
0.8098592466	vgg16
0.8098284202	chinensis
0.8097324299	lei
0.8096933251	rubber
0.8095728842	gaussian
0.8094907982	cabinet
0.8093996915	corporations
0.8093047480	tribal
0.8092607312	paramyxoviridae
0.8092489929	perceptron
0.8092335739	reflux
0.8091794638	wen
0.8091106385	peiris
0.8091051753	youtube
0.8091051753	tu
0.8090409554	neutropenia
0.8089418670	apical
0.8089347957	hubble
0.8089010119	hela
0.8086872866	leishmania
0.8086177522	disinformation
0.8083855382	chennai
0.8083211133	ul
0.8082697451	lau
0.8082245169	icariin
0.8082177488	gong
0.8081779635	zeng
0.8081741752	appendicitis
0.8081127623	methacrylate
0.8080448496	cryptosporidium
0.8080301915	occult
0.8079952395	webster
0.8079952395	karachi
0.8079137642	citrus
0.8078618730	highway
0.8077429701	xue
0.8077405806	command
0.8077122472	yokohama
0.8077120902	petroleum
0.8076689980	sec
0.8076462127	shah
0.8076405085	spark
0.8076342459	aneurysm
0.8075845913	awake
0.8074839485	grating
0.8074714096	excellence
0.8074394760	bird
0.8073990966	nguyen
0.8072126775	iraqi
0.8071631282	cas12a
0.8069509089	seoul
0.8068569289	greece
0.8068223530	bacillus
0.8068081875	guinea
0.8066105467	spine
0.8065734007	duan
0.8065393237	misalignment
0.8065361863	gratitude
0.8065273209	kyoto
0.8064597752	restructuring
0.8063236607	guangzhou
0.8062911776	curiosity
0.8062466848	rogers
0.8062241755	kerala
0.8062033842	hispanic
0.8060801372	corn
0.8058801257	millennium
0.8058476701	sabah
0.8057667729	notch
0.8057593517	isopropyl
0.8056445156	mda5
0.8055727891	daniel
0.8055727891	pearson's
0.8055272251	steel
0.8054540261	th17
0.8054028138	vanilla
0.8054023835	chung
0.8052634078	chongqing
0.8052378525	northwest
0.8051676656	pareto
0.8051596368	meng
0.8051287977	myricetin
0.8051083805	alam
0.8050460987	sphere
0.8050156153	bengal
0.8048963311	lie
0.8048895955	wikipedia
0.8048497047	abdulaziz
0.8048497047	veroe6
0.8047542532	chronological
0.8046352212	earth's
0.8046307740	missense
0.8045808864	cigarette
0.8045344938	prenatal
0.8044837464	eddy
0.8044588835	shang
0.8043837464	shear
0.8043602594	triad
0.8042893739	manganese
0.8042248542	c57bl
0.8042194714	alternating
0.8040758283	guangxi
0.8040496140	g0
0.8039910831	choi
0.8039447420	bar
0.8039141486	von
0.8037926577	tone
0.8036273030	wong
0.8035680060	oximetry
0.8035582944	recreation
0.8035050204	hematology
0.8034398405	bcl
0.8034154098	george
0.8033924849	gaseous
0.8033298325	xiong
0.8031603280	equine
0.8031332545	orf1b
0.8030924493	feng
0.8030356810	kenya
0.8030159429	resnet
0.8028836692	taipei
0.8028584512	jones
0.8027970615	supreme
0.8027268007	giant
0.8026754122	wolf
0.8026627115	pearl
0.8026468476	coma
0.8026397978	qiu
0.8025441358	johnson
0.8025421751	defensin
0.8025254031	pediatrics
0.8025050340	cd38
0.8024721987	fisher
0.8024581301	passion
0.8023668523	plasmodium
0.8023660620	anhydride
0.8023592676	bluetongue
0.8023573063	xpert
0.8023433704	osmotic
0.8023151417	ag
0.8023088645	mao
0.8022644846	forestry
0.8021871865	ross
0.8021372034	lim
0.8021283560	p38mapk
0.8020671921	ahmad
0.8020479811	estrogen
0.8020475367	retardation
0.8020469511	sigma
0.8020376977	whey
0.8019058294	ginger
0.8018226865	gynecologic
0.8017976073	intrauterine
0.8017400549	island
0.8016945830	glioblastoma
0.8014636368	ligase
0.8013902027	umbrella
0.8011623277	dysphagia
0.8010984967	stokes
0.8010905862	pneumocystis
0.8010550845	remediation
0.8009854505	candida
0.8008996680	chadox1
0.8008751483	seligman
0.8008561856	chief
0.8008502541	bitcoin
0.8008441845	drawback
0.8008355397	biofortification
0.8006742498	vgg
0.8006432949	bench
0.8006245880	sendai
0.8005617892	potentiation
0.8005246931	jan
0.8003191574	blank
0.8001146517	broadcasting
0.8000240467	sphingosine
0.7999767497	gravitational
0.7998380777	selectin
0.7997436665	kang
0.7997238890	cannabis
0.7996304204	hair
0.7994023835	john
0.7993974992	cessation
0.7993198821	ji
0.7992787502	plateau
0.7992084688	advisory
0.7991263715	specialization
0.7991150925	cronbach's
0.7989909547	phospholipase
0.7989523784	ischaemic
0.7988902493	sharma
0.7987860424	wan
0.7987663837	pyramid
0.7986982251	phillips
0.7986890865	cloth
0.7985826288	g2
0.7985684983	ireland
0.7985195334	ankle
0.7984709441	tap
0.7984437888	somatosensory
0.7984351221	urological
0.7983601907	racism
0.7983438845	anecdotal
0.7983279435	steatosis
0.7983129204	swiss
0.7982649634	helicases
0.7982317132	miller
0.7981878731	jaw
0.7981680375	exosomal
0.7981083318	klebsiella
0.7981083318	clostridium
0.7980060666	stakeholder
0.7979332656	gall
0.7978755698	sixth
0.7978729477	tongji
0.7978247752	palliative
0.7978041915	hou
0.7977566013	g1
0.7976702334	joining
0.7976558120	okinawa
0.7976044973	hefei
0.7975885483	ahmed
0.7975067925	mn
0.7974103332	yao
0.7972642561	thriving
0.7972084320	xia
0.7971976220	corporation
0.7971580352	xiao
0.7971101144	dsm
0.7971006511	diesel
0.7970867774	autobiographical
0.7970452968	thorax
0.7970261459	love
0.7969519842	abbott
0.7969504437	toilets
0.7969079255	poisson
0.7967371586	cytoreduction
0.7966300974	shields
0.7966071178	assurance
0.7965396144	chu
0.7964477006	pharmacologically
0.7964355628	p38
0.7964272955	leung
0.7963753206	gcc
0.7963618712	impulse
0.7963618712	algebra
0.7963422510	excel
0.7962921236	thermopile
0.7962041112	aorta
0.7961667811	david
0.7959539842	laparoscopic
0.7959011026	agile
0.7958536647	ck
0.7958239949	foster
0.7956617173	yunnan
0.7953385310	atlas
0.7953141129	internally
0.7953063937	ni
0.7952236721	seroprevalence
0.7951736833	sesamin
0.7951614022	normalization
0.7951393090	iu
0.7951255570	decoder
0.7951096922	salmonella
0.7950445722	hb
0.7949120777	jiang
0.7948031975	gupta
0.7946987141	rhizoma
0.7946775008	nepal
0.7945464096	wallet
0.7945189020	generative
0.7944788273	polycyclic
0.7944733216	mediastinal
0.7944630795	orthopedic
0.7943729477	yadav
0.7942402709	diamond
0.7942334417	scorpion
0.7942164358	disclosure
0.7941732196	fukushima
0.7941427163	ecotourism
0.7940916675	nkt
0.7940319852	metro
0.7938117770	qin
0.7937766257	captive
0.7937479126	nir
0.7937135470	adam
0.7936712197	apache
0.7936018901	circovirus
0.7935738410	cyber
0.7935602555	philosophy
0.7935014180	bm
0.7934477857	crescent
0.7934442356	convergent
0.7934327779	bosch
0.7934089942	scorecard
0.7933886818	lake
0.7933764975	credibility
0.7931489125	turkish
0.7931289969	guard
0.7931017602	director
0.7929858225	bnt162b2
0.7929481807	nanjing
0.7928077810	andersen
0.7928003233	refugee
0.7926740789	nanosheets
0.7926224494	pie
0.7925832825	rs
0.7925485695	buffalo
0.7925409139	tokyo
0.7924392809	hif
0.7924354021	astrazeneca
0.7924016366	river
0.7923841160	jin
0.7923801247	qatar
0.7923724512	covishield
0.7923386256	cyberbullying
0.7922259435	qr
0.7921255356	ads
0.7920450493	equality
0.7919817685	crash
0.7919590861	cards
0.7919245447	kawasaki
0.7919040254	snow
0.7917614151	nonalcoholic
0.7916396394	shortly
0.7915950353	ban
0.7915566540	isg15
0.7915310560	wi
0.7915168559	squared
0.7915048534	neuropsychological
0.7915018656	king
0.7914809951	urti
0.7914284830	ho
0.7913402665	fourier
0.7913238026	frontier
0.7912533994	theta
0.7912167511	publishing
0.7912028312	serotonin
0.7911772115	herpesvirus
0.7911581424	valley
0.7911181255	sal
0.7911130351	aryl
0.7911123167	alexithymia
0.7911092846	robot
0.7910349264	para
0.7910265531	marks
0.7909210908	cxcr3
0.7909185527	nexus
0.7908507614	idiopathic
0.7908505952	foresight
0.7908140575	midgut
0.7907476346	safeguard
0.7907444502	grounded
0.7907225509	prison
0.7907063880	card
0.7907046943	pakistan
0.7906587923	herding
0.7906571618	rhus
0.7905285745	bocavirus
0.7904790538	justice
0.7904733987	optimism
0.7904619205	xie
0.7904268715	civil
0.7904236096	zou
0.7904078861	angina
0.7903195636	lactobacillus
0.7903163223	crime
0.7902699743	french
0.7901836809	dividing
0.7900937339	iia
0.7899887231	das
0.7899800677	lam
0.7897767478	cu
0.7897435856	blended
0.7897121187	hp
0.7896430621	geography
0.7896137909	southeastern
0.7894993519	psychometric
0.7894672720	webinar
0.7892673517	l1
0.7892644994	acidosis
